MMM,163.9
AMP,154.05
ANSS,286.0
AAPL,352.84
ADP,156.04
BLK,558.06
BR,121.78
KMX,91.99
CHD,75.5
CTAS,278.18
COST,307.33
DG,190.13
EA,124.81
EXR,100.66
FFIV,146.02
FISV,106.67
FTV,66.86
GWW,320.87
HII,197.01
ILMN,359.05
IPG,18.66
IVZ,10.32
LOW,130.1
MKTX,506.99
MTD,812.61
MHK,106.05
NOC,341.25
NCLH,20.65
NVDA,374.67
NVR,3420.34
ODFL,165.31
OMC,58.12
PYPL,159.91
PLD,96.41
PSA,205.47
RSG,86.65
RHI,55.46
SPG,83.01
SWKS,131.9
SNA,145.55
LUV,37.14
DIS,122.18
TMO,352.8
TJX,54.81
TSCO,121.29
ULTA,238.41
UNP,175.43
V,200.48
VMC,116.07
