Ticker,N,CAGR EPS,PE MIN,PE MAX,P AGR MIN,P AGR MAX
EXR,5,0.16400719935652064,21.47528967015108,62.28251073825433,4.1487081898360145,15.85014871988002
FTV,4,0.35493143479453715,7.87252003195665,28.155549358974362,17.790295039478977,33.79951300348232
IVZ,11,0.05772740429081158,5.510448037049626,41.69894045174538,0.7784588286138039,23.384760777798363
LYB,8,0.1625008370256662,5.187357433808554,16.211585457271365,1.851208619545952,14.144270940100734
MHK,9,0.17538403787468537,9.558229057695106,34.58716308507507,2.064704960216779,16.072499136912487
NCLH,7,0.24078153560695292,9.568175957251611,20.107608301212014,14.25149148141096,23.05945986448823
OMC,11,0.05655842160125912,10.633180169971672,20.0732115830895,0.13499163356485155,6.7041313880445985
PYPL,5,0.3824937318932973,31.22540716612378,64.18578513330321,5.531738605449732,13.416480911317063
RCL,9,0.3001774441576541,7.36920939083096,461.06731229835407,1.3271783077923205,53.23581854042747
SPG,11,0.12984509241576014,19.438932374797975,140.41660331734005,5.028803179740859,27.99205796787758
ULTA,9,0.2785754499626403,19.091562845425337,52.72564247195191,1.196905682783811,12.017344524373087
WBA,6,0.13446093062159803,9.490432654850018,29.112046702429787,4.372058529437917,16.751621751225553
